Nombre serie,Unidades,Tema dataset,Frecuencia,Cantidad,Detalles,IDs
Finanzas Públicas. Cuenta A.I.F. - Base devengado. Instituciones de Seguridad Social (1977-1986),Variación Porcentual,Finanzas Públicas,A,18,Ahorro | Aumentos Pasivos Financiento netos | Erogaciones corrientes . Total erogaciones corrientes | Erogaciones corrientes . Transferencias ctes y de capital . Pasividades | Financiamiento por contribuciones figurativas . De administración central,435.2_AHORRORRO_DEVE_0_6_3 | 435.2_AUM_PAS_FITOS_DEVE_0_17_68 | 435.2_EROG_CORR_ORR_DEVE_0_25_80 | 435.2_EROG_CORR_SIV_DEVE_0_28_80 | 435.2_FINAN_CONT_AC_DEVE_0_22_78
"Gasto Público del Gobierno Nacional en Política de Ingresos, por programa. Devengado anual en pesos corrientes",Millones de pesos,Finanzas Públicas,A,18,GPN en Argentina Trabaja. Devengado mensual . | GPN en Asignación Universal por Hijo para Protección Social. Devengado mensual . | GPN en Asignaciones Familiares. Devengado mensual | GPN en Becas (otorgadas por condición de vulnerabilidad). Devengado mensual. | GPN en Programa Jóvenes con Más y Mejor Trabajo. Devengado mensual .,186.1_ARGENTINA_AJA_0_0_17 | 186.1_ASIGNACIONIAL_0_0_43 | 186.1_ASIGNACIONRES_0_0_23 | 186.1_BECASCAS_0_0_5 | 186.1_JOVENES_MAAJO_0_0_25
"Gasto Público del Gobierno Nacional en Política de Ingresos, por programa. Devengado mensual en pesos corrientes",Millones de pesos,Finanzas Públicas,M,18,GPN en Argentina Trabaja. Devengado mensual . | GPN en Asignación Universal por Hijo para Protección Social. Devengado mensual . | GPN en Asignaciones Familiares. Devengado mensual | GPN en Becas (otorgadas por condición de vulnerabilidad). Devengado mensual. | GPN en Programa Jóvenes con Más y Mejor Trabajo. Devengado mensual .,186.3_ARGENTINA_AJA_0_0_17 | 186.3_ASIGNACIONIAL_0_0_43 | 186.3_ASIGNACIONRES_0_0_23 | 186.3_BECASCAS_0_0_5 | 186.3_JOVENES_MAAJO_0_0_25
"Gasto Público del Gobierno Nacional en Política de Ingresos, por programa. Devengado trimestral en pesos corrientes",Millones de pesos,Finanzas Públicas,T,18,GPN en Argentina Trabaja. Devengado mensual . | GPN en Asignación Universal por Hijo para Protección Social. Devengado mensual . | GPN en Asignaciones Familiares. Devengado mensual | GPN en Becas (otorgadas por condición de vulnerabilidad). Devengado mensual. | GPN en Programa Jóvenes con Más y Mejor Trabajo. Devengado mensual .,186.2_ARGENTINA_AJA_0_0_17 | 186.2_ASIGNACIONIAL_0_0_43 | 186.2_ASIGNACIONRES_0_0_23 | 186.2_BECASCAS_0_0_5 | 186.2_JOVENES_MAAJO_0_0_25
Principales variables ocupacionales. EPH continua. Valores trimestrales.,Porcentaje,Empleo e Ingresos,T,18,Tasa de empleo AIP. En porcentaje. | Tasa de actividad AIP. En porcentaje. | Tasa de desocupación AIP. En porcentaje. | Tasa de subocupación total en AIP. En porcentaje. | Tasa de subocupación total demandante en AIP. En porcentaje.,42.3_EPH_PUNTUAAIP_0_M_22 | 42.3_EPH_PUNTUAAIP_0_M_25 | 42.3_EPH_PUNTUAAIP_0_M_28 | 42.3_EPH_PUNTUAAIP_0_M_34 | 42.3_EPH_PUNTUAAIP_0_M_45
Principales variables ocupacionales. EPH puntual y continua. Valores anuales.,Porcentaje,Empleo e Ingresos,A,18,Tasa de actividad AIP. En porcentaje. EPH puntual desde 1982 hasta 2002. EPH continua desde 2003 en adelante. Valores anuales. | Tasa de actividad GBA. En porcentaje. EPH puntual desde 1982 hasta 2002. EPH continua desde 2003 en adelante. Valores anuales. | Tasa de actividad total. En porcentaje. EPH puntual desde 1982 hasta 2002. EPH continua desde 2003 en adelante. Valores anuales. | Tasa de desocupación AIP. En porcentaje. EPH puntual desde 1982 hasta 2002. EPH continua desde 2003 en adelante. Valores anuales. | Tasa de desocupación GBA. En porcentaje. EPH puntual desde 1982 hasta 2002. EPH continua desde 2003 en adelante. Valores anuales.,42.1_EPAA_0_A_25 | 42.1_EPAG_0_A_25 | 42.1_EPAT_0_A_27 | 42.1_EPDA_0_A_28 | 42.1_EPDG_0_A_28
Principales variables ocupacionales. EPH puntual. Valores mensuales.,Porcentaje,Empleo e Ingresos,S,18,Tasa de actividad AIP. En porcentaje. | Tasa de actividad GBA. En porcentaje. | Tasa de actividad total. En porcentaje. | Tasa de desocupación AIP. En porcentaje. | Tasa de desocupación GBA. En porcentaje.,42.2_EPAA_0_M_25 | 42.2_EPAG_0_M_25 | 42.2_EPAT_0_M_27 | 42.2_EPDA_0_M_28 | 42.2_EPDG_0_M_28
Índice de precios implícitos de la Oferta y Demanda Globales por componente. Base 1993. Valores anuales.,Índice 1993=100,Actividad,A,18,Índice de precios implícitos de demanda global consumo privado | Índice de precios implícitos de demanda global consumo publico | Índice de precios implícitos de demanda global exportacion | Índice de precios implícitos de demanda global ibif construccion | Índice de precios implícitos de demanda global ibif equipo durable produccion importado,24.1_DGCP_1993_A_27 | 24.1_DGCP_1993_A_30 | 24.1_DGE_1993_A_26 | 24.1_DGIC_1993_A_32 | 24.1_DGIEDPI_1993_A_55
Índice de precios implícitos de la Oferta y Demanda Globales por componente. Base 1993. Valores trimestrales,Índice 1993=100,Actividad,T,18,Índice de precios implícitos de demanda global consumo privado | Índice de precios implícitos de demanda global consumo publico | Índice de precios implícitos de demanda global exportacion | Índice de precios implícitos de demanda global ibif construccion | Índice de precios implícitos de demanda global ibif equipo durable produccion importado,24.2_DGCP_1993_T_27 | 24.2_DGCP_1993_T_30 | 24.2_DGE_1993_T_26 | 24.2_DGIC_1993_T_32 | 24.2_DGIEDPI_1993_T_55
Evolución del sector agropecuario. Valores por campaña,Toneladas,Actividad,A,17,Indicadores de evolución del sector agropecuario. Producción de algodón en toneladas | Indicadores de evolución del sector agropecuario. Producción de alpiste en toneladas | Indicadores de evolución del sector agropecuario. Producción de arroz en toneladas | Indicadores de evolución del sector agropecuario. Producción de avena en toneladas | Indicadores de evolución del sector agropecuario. Producción de cebada cervecera en toneladas,34.2_ATALG_0_P_19 | 34.2_ATALP_0_P_19 | 34.2_ATARR_0_P_17 | 34.2_ATAVE_0_P_17 | 34.2_CCTCEB_0_P_28
Ex Cajas Provinciales. Valores mensuales 2017,Millones de pesos,Finanzas Públicas,M,17,Aplicaciones financieras inversión financiera . Metodología 2017 | Fuentes financieras endeudamiento público e incremento de otros pasivos incremento otros pasivos . Metodología 2017 | Gastos antes de figurativos . Metodología 2017 | Gastos corrientes transferencias corrientes al sector privado total sector privado . Metodología 2017 | Total gastos corrientes . Metodología 2017,377.9_AP_FIN_CIN017__20_95 | 377.9_FTES_FIN_E017_0_M_49_78 | 377.9_GTOS_ANTES017__27_3 | 377.9_GTOS_CORR_017_0_M_50_66 | 377.9_GTOS_CORR_017__14_31
"Exportaciones por sector de actividad, saldo comercial y rangos de exportación de la empresa exportadora. Datos anuales",Miles metros cúbicos,Actividad,A,17,Petróleo Crudo Procesado | Producción de Butano | Producción de Propano | Producción de Aerokerosene | Producción de Mezclas IFO,363.1_PETROLEO_CADO__24 | 363.1_PRODUCCIONANO__20 | 363.1_PRODUCCIONANO__21 | 363.1_PRODUCCIONENE__26 | 363.1_PRODUCCIONIFO__25
"Exportaciones por sector de actividad, saldo comercial y rangos de exportación de la empresa exportadora. Datos mesuales",Miles metros cúbicos,Actividad,M,17,Petróleo Crudo Procesado | Producción de Butano | Producción de Propano | Producción de Aerokerosene | Producción de Mezclas IFO,363.3_PETROLEO_CADO__24 | 363.3_PRODUCCIONANO__20 | 363.3_PRODUCCIONANO__21 | 363.3_PRODUCCIONENE__26 | 363.3_PRODUCCIONIFO__25
"Exportaciones por sector de actividad, saldo comercial y rangos de exportación de la empresa exportadora. Datos trimestrales",Miles metros cúbicos,Actividad,T,17,Petróleo Crudo Procesado | Producción de Butano | Producción de Propano | Producción de Aerokerosene | Producción de Mezclas IFO,363.2_PETROLEO_CADO__24 | 363.2_PRODUCCIONANO__20 | 363.2_PRODUCCIONANO__21 | 363.2_PRODUCCIONENE__26 | 363.2_PRODUCCIONIFO__25
Finanzas Públicas. Cuenta A.I.F. - Base devengado. Instituciones de Seguridad Social (1987-1989),Variación Porcentual,Finanzas Públicas,A,17,Ahorro | Aumentos Pasivos Financiento netos | Erogaciones corrientes . Total erogaciones corrientes | Erogaciones corrientes . Transferencias ctes y de capital . Pasividades | Necesidad de financiamiento antes figurativas,435.3_AHORRORRO_DEVE_0_6_58 | 435.3_AUM_PAS_FITOS_DEVE_0_17_45 | 435.3_EROG_CORR_ORR_DEVE_0_25_4 | 435.3_EROG_CORR_SIV_DEVE_0_28_32 | 435.3_NECES_FINAGUR_DEVE_0_23_74
Finanzas Públicas. Cuenta A.I.F. - Base devengado. Instituciones de Seguridad Social (1990-1992),Variación Porcentual,Finanzas Públicas,A,17,Ahorro | Aumentos Pasivos Financiento netos | Erogaciones corrientes . Total erogaciones corrientes | Erogaciones corrientes . Transferencias ctes y de capital . Pasividades | Necesidad de financiamiento antes figurativas,435.4_AHORRORRO_DEVE_0_6_32 | 435.4_AUM_PAS_FITOS_DEVE_0_17_73 | 435.4_EROG_CORR_ORR_DEVE_0_25_11 | 435.4_EROG_CORR_SIV_DEVE_0_28_50 | 435.4_NECES_FINAGUR_DEVE_0_23_71
Intercambio Comercial Argentino. Valores anuales,Millones de dólares,Sector Externo,A,17,Importaciones de bienes de capital + importaciones de partes y piezas. En millones de dólares. | Importaciones de bienes de intermedios + importaciones de combustibles y lubricantes. En millones de dólares. | Exportación de combustibles y energía. En millones de dólares. | Exportaciones de manufacturas de origen agropecuario. En millone.s de dólares | Exportaciones de manufacturas de origen industrial. En millones d.e dólares,74.1_IBCPP_0_A_32 | 74.1_IBICL_0_A_47 | 74.1_IECE_0_A_35 | 74.1_IEMOA_0_A_48 | 74.1_IEMOI_0_A_46
Intercambio Comercial Argentino. Valores mensuales,Millones de dólares,Sector Externo,M,17,Importaciones de bienes de capital + importaciones de partes y piezas. En millones de dólares. | Importaciones de bienes de intermedios + importaciones de combustibles y lubricantes. En millones de dólares. | Exportación de combustibles y energía. En millones de dólares. | Exportaciones de manufacturas de origen agropecuario. En millone.s de dólares | Exportaciones de manufacturas de origen industrial. En millones d.e dólares,74.3_IBCPP_0_M_32 | 74.3_IBICL_0_M_47 | 74.3_IECE_0_M_35 | 74.3_IEMOA_0_M_48 | 74.3_IEMOI_0_M_46
Intercambio Comercial Argentino. Valores trimestrales,Millones de dólares,Sector Externo,T,17,Importaciones de bienes de capital + importaciones de partes y piezas. En millones de dólares. | Importaciones de bienes de intermedios + importaciones de combustibles y lubricantes. En millones de dólares. | Exportación de combustibles y energía. En millones de dólares. | Exportaciones de manufacturas de origen agropecuario. En millone.s de dólares | Exportaciones de manufacturas de origen industrial. En millones d.e dólares,74.2_IBCPP_0_T_32 | 74.2_IBICL_0_T_47 | 74.2_IECE_0_T_35 | 74.2_IEMOA_0_T_48 | 74.2_IEMOI_0_T_46
Préstamos a las entidades financieras sector privado,Millones de pesos,Dinero y Bancos,M,17,Préstamos al sector privado en pesos: consumo | Detalle préstamos al sector privado en pesos: garantía real prendarios | Detalle préstamos al sector privado en pesos: consumo personales | Préstamos al sector privado en pesos | Detalle préstamos al sector privado en pesos: garantía real hipotecarios,91.1_DETALLE_PREND_0_0_33 | 91.1_DETALLE_PREND_0_0_53 | 91.1_DETALLE_PRLES_0_0_52 | 91.1_DETALLE_PRPOT_0_0_25 | 91.1_DETALLE_PRPOT_0_0_53
Índice de Precios al Consumidor de la Ciudad de Buenos Aires. Nivel general y principales aperturas. Base 2021 = 100,Índice base 100,Precios,M,17,Nivel de precios de alimentos bebidas no alcoholicas | Nivel de precios de bebidas alcoholicas tabaco | Nivel de precios de cuidado personal proteccion social otros | Nivel de precios de educacion | Nivel de precios de equipamiento mantenimiento hogar,193.2_ALIMENTOS_CAS_2021_0_32_80 | 193.2_BEBIDAS_ALACO_2021_0_26_81 | 193.2_CUIDADO_PEROS_2021_0_40_67 | 193.2_EDUCACIONION_2021_0_9_53 | 193.2_EQUIPAMIENGAR_2021_0_32_39
EMAE apertura por sectores. Índice Base 2004. Valores anuales.,Índice 2004=100,Actividad,A,16,"EMAE. Comercio mayorista y minorista y reparaciones | EMAE. Enseñanza | EMAE. Administración pública, defensa y seguridad social | EMAE. Transporte, almacenamiento y comunicaciones | EMAE. Servicios sociales (salud)",11.1_AGCS_2004_A_41 | 11.1_CMMR_2004_A_10 | 11.1_C_2004_A_60 | 11.1_EMC_2004_A_25 | 11.1_HR_2004_A_24
EMAE apertura por sectores. Índice Base 2004. Valores mensuales.,Índice 2004=100,Actividad,M,16,"EMAE. Comercio mayorista y minorista y reparaciones | EMAE. Enseñanza | EMAE. Administración pública, defensa y seguridad social | EMAE. Transporte, almacenamiento y comunicaciones | EMAE. Servicios sociales (salud)",11.3_AGCS_2004_M_41 | 11.3_CMMR_2004_M_10 | 11.3_C_2004_M_60 | 11.3_EMC_2004_M_25 | 11.3_HR_2004_M_24
EMAE apertura por sectores. Índice Base 2004. Valores trimestrale.,Índice 2004=100,Actividad,T,16,"EMAE. Comercio mayorista y minorista y reparaciones | EMAE. Enseñanza | EMAE. Administración pública, defensa y seguridad social | EMAE. Transporte, almacenamiento y comunicaciones | EMAE. Servicios sociales (salud)",11.2_AGCS_2004_T_41 | 11.2_CMMR_2004_T_10 | 11.2_C_2004_T_60 | 11.2_EMC_2004_T_25 | 11.2_HR_2004_T_24
Producción de la Industria manufacturera. Valores anuales,Miles de M3,Actividad,M,16,Aerokerosene en Miles de M3 | Fuel Oil en Miles de M3 | Gas Oil en Miles de M3 | Kerosene en Miles de M3 | Lubricantes en Miles de M3,41.3_A_0_A_12 | 41.3_FO_0_A_8 | 41.3_GO_0_A_7 | 41.3_K_0_A_8 | 41.3_L_0_A_11
Producción de la Industria manufacturera. Valores trimestrales,Miles de M3,Actividad,T,16,Aerokerosene en Miles de M3 | Fuel Oil en Miles de M3 | Gas Oil en Miles de M3 | Kerosene en Miles de M3 | Lubricantes en Miles de M3,41.2_A_0_T_12 | 41.2_FO_0_T_8 | 41.2_GO_0_T_7 | 41.2_K_0_T_8 | 41.2_L_0_T_11
Préstamos a las entidades financieras sector privado,Millones de dólares,Dinero y Bancos,M,16,Préstamos al sector privado en pesos y dólares: garantía real | Detalle préstamos al sector privado en dolares: garantía real prendarios | Detalle préstamos al sector privado en dolares: consumo personales | Detalle préstamos al sector privado en dolares: garantía real hipotecarios | Detalle préstamos al sector privado en dolares: comerciales otros,91.1_DETALLE_PRDOC_0_0_47 | 91.1_DETALLE_PREND_0_0_55 | 91.1_DETALLE_PRLES_0_0_54 | 91.1_DETALLE_PRPOT_0_0_55 | 91.1_DETALLE_PRROS_0_0_53
Índice de Precios al Consumidor de la Ciudad de Buenos Aires. Nivel general y principales aperturas. Base Julio 2011 - Junio 2012 = 100,Índice base 100,Precios,M,16,Nivel de precios de alimentos bebidas no alcoholicas | Nivel de precios de bebidas alcoholicas tabaco | Nivel de precios de bienes servicios varios | Nivel de precios de comunicaciones | Nivel de precios de educacion,193.1_ALIMENTOS_CAS_JULI_0_32 | 193.1_BEBIDAS_ALACO_JULI_0_26 | 193.1_BIENES_SERIOS_JULI_0_23 | 193.1_COMUNICACINES_JULI_0_14 | 193.1_EDUCACIONION_JULI_0_9
Empleo registrado del sector privado por rama de actividad. Total puestos de trabajo,Puestos de trabajo,Empleo e Ingresos,T,15,Empleo registrado del sector agricultura_ganaderia_caza_silvicultura | Empleo registrado del sector comercio_por_mayor_por_menor | Empleo registrado del sector construccion | Empleo registrado del sector enseñanza | Empleo registrado del sector explotacion_minas_canteras,156.1_ACULTURURA_0_0_39 | 156.1_CRCIO_PNOR_0_0_28 | 156.1_CTRUCCIION_0_0_12 | 156.1_ENIANZANZA_0_0_10 | 156.1_EOTACIORAS_0_0_26
Producción de la Industria manufacturera. Valores mensuales,Miles de unidades,Actividad,A,15,Acondicionadores de aire para auto en Miles de Unidades | Acondicionadores de aire en Miles de Unidades | Artículos sanitarios de cerámica en Miles de piezas | Calefactores y estufas en Miles de Unidades | Cámaras fotográficas en Miles de Unidades,41.1_AAP_0_M_29 | 41.1_AA_0_M_21 | 41.1_ASC_0_M_29 | 41.1_CE_0_M_20 | 41.1_CF_0_M_20
"Remuneración bruta promedio de los asalariados registrados del sector privado, por rama de actividad. Valores con estacionalidad",Pesos corrientes,Empleo e Ingresos,M,15,"Rem. bruta promedio asalariados reg. Sector priv. Agricultura, Ganadería, Caza y Silvicultura. | Rem. bruta promedio asalariados reg. Sector priv. Serv. Inmobiliarios, Empresariales y de Alquiler. | Rem. bruta promedio asalariados reg. Sector priv. Comercio al por Mayor y Menor. | Rem. bruta promedio asalariados reg. Sector priv. Construcción. | Rem. bruta promedio asalariados reg. Sector priv. Enseñanza.",157.1_ACULTURURA_C_0_0_39 | 157.1_AVIDADELER_C_0_0_48 | 157.1_CRCIO_RNES_C_0_0_21 | 157.1_CTRUCCIION_C_0_0_12 | 157.1_ENIANZANZA_C_0_0_10
"Remuneración bruta promedio de los asalariados registrados del sector privado, por rama de actividad. Valores sin estacionalidad",Pesos corrientes,Empleo e Ingresos,M,15,"Rem. bruta promedio asal. reg. Priv. Sin Estac. Agricultura, Ganadería, Caza y Silvicultura. | Rem. bruta promedio asal. reg. Priv. Sin Estac. Serv. Inmobiliarios, Empresariales y de Alquiler. | Rem. bruta promedio asal. reg. Priv. Sin Estac. Comercio al por Mayor y Menor. | Rem. bruta promedio asal. reg. Priv. Sin Estac. Construcción. | Rem. bruta promedio asal. reg. Priv. Sin Estac. Enseñanza.",157.2_ACULTURURA_S_0_0_39 | 157.2_AVIDADELER_S_0_0_48 | 157.2_CRCIO_RNES_S_0_0_21 | 157.2_CTRUCCIION_S_0_0_12 | 157.2_ENIANZANZA_S_0_0_10
